Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature List
------------------------------

nFeatures = 300

feature | (x,y)=val
    282 | (243,133)=  208 
    283 | (283, 36)=  207 
    284 | (205,192)=  204 
    285 | (106,178)=  204 
    286 | (128, 86)=  201 
    287 | (336,159)=  201 
    288 | (267,104)=  201 
    289 | (338,137)=  199 
    290 | (272,255)=  198 
    291 | (198,213)=  197 
    292 | (148,144)=  194 
    293 | (333,110)=  193 
    294 | (302,144)=  190 
    295 | (241,159)=  186 
    296 | (153, 96)=  184 
    297 | (299,224)=  182 
    298 | (248,236)=  182 
    299 | (278,138)=  181 
