Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature List
------------------------------

nFeatures = 300

feature | (x,y)=val
    174 | (206, 54)=    0 
    175 | (310,188)=    0 
    176 | (200,224)=    0 
    177 | ( 63, 64)=    0 
    178 | (313,210)=    0 
    179 | (111,154)=    0 
    180 | (217,188)=    0 
    181 | (335,186)=    0 
    182 | (169, 70)=    0 
    183 | (194,241)=    0 
    184 | ( 52,121)=    0 
    185 | ( 51,184)=    0 
    186 | ( 74,125)=    0 
    187 | ( 74,143)=    0 
    188 | (119,115)=    0 
    189 | (300,187)=    0 
    190 | (208, 33)=    0 
    191 | (122, 61)=    0 
    192 | (159,188)=    0 
    193 | (276,262)=    0 
    194 | (126,188)=    0 
    195 | (223,158)=    0 
    196 | (312,156)=    0 
    197 | ( 94,170)=    0 
    198 | (251,169)=    0 
    199 | (227,260)=    0 
    200 | (222,143)=    0 
    201 | (333,209)=    0 
    202 | (264,243)=    0 
    203 | (272,206)=    0 
    204 | (305,243)=    0 
    205 | (152, 31)=    0 
    206 | ( 33, 97)=    0 
    207 | (323,183)=    0 
    208 | (193,253)=    0 
    209 | (323,211)=    0 
    210 | (182,157)=    0 
    211 | (162, 30)=  272 
    212 | (258,130)=    0 
    213 | (249,116)=    0 
    214 | ( 76,158)=    0 
    215 | (227,107)=    0 
    216 | (313,220)=    0 
    217 | (341,120)=    0 
    218 | (296,129)=    0 
    219 | (211,120)=    0 
    220 | (117, 50)=    0 
    221 | (199,160)=    0 
    222 | (126,164)=    0 
    223 | (312,112)=    0 
    224 | (181, 68)=    0 
    225 | (150, 87)=    0 
    226 | (252, 99)=    0 
    227 | (269,165)=    0 
    228 | (117,130)=  242 
    229 | (259,208)=    0 
    230 | (266,179)=    0 
    231 | (338,218)=  230 
    232 | (240,148)=    0 
    233 | (283,111)=    0 
    234 | (334,141)=    0 
    235 | ( 24,239)=    0 
    236 | ( 73, 87)=    0 
    237 | (241,195)=    0 
    238 | (241,171)=    0 
    239 | (254,194)=    0 
    240 | (226,213)=    0 
    241 | ( 81,104)=    0 
    242 | (301,176)=    0 
    243 | (113,204)=    0 
    244 | (106,166)=    0 
    245 | (223,243)=    0 
    246 | (137,164)=    0 
    247 | ( 99,116)=    0 
    248 | (286,183)=    0 
    249 | (334,247)=    0 
    250 | ( 69,189)=    0 
    251 | (297,257)=    0 
    252 | (167,139)=  230 
    253 | (248,206)=    0 
    254 | (137,183)=    0 
    255 | (325,141)=    0 
    256 | (217,261)=    0 
    257 | (232,143)=    0 
    258 | (270,226)=    0 
    259 | ( 29, 85)=    0 
    260 | (189,190)=    0 
    261 | (229, 64)=    0 
    262 | (144,112)=    0 
    263 | (180, 78)=    0 
    264 | (208, 76)=    0 
    265 | (148,148)=  228 
    266 | ( 58,157)=    0 
    267 | (338, 80)=    0 
    268 | (115, 26)=    0 
    269 | (147,189)=    0 
    270 | (284,242)=    0 
    271 | (225, 91)=    0 
    272 | (204,260)=    0 
    273 | (307,262)=    0 
    274 | (267,120)=    0 
    275 | (303, 62)=    0 
    276 | (187,136)=    0 
    277 | ( 73, 62)=    0 
    278 | (184, 58)=    0 
    279 | (236,115)=    0 
    280 | (282,216)=    0 
    281 | (179, 91)=    0 
    282 | (242,132)=    0 
    283 | (302,167)=    0 
    284 | (302,213)=    0 
    285 | (113,177)=    0 
    286 | (127,126)=    0 
    287 | ( 83, 67)=    0 
    288 | (266,104)=    0 
    289 | (236,213)=    0 
    290 | (165,217)=  216 
    291 | (177,134)=  214 
    292 | ( 40,131)=    0 
    293 | (333,111)=    0 
    294 | (302,144)=    0 
    295 | (240,159)=    0 
    296 | (153, 96)=    0 
    297 | (299,224)=    0 
    298 | (268, 42)=    0 
    299 | (278,138)=    0 
