Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature List
------------------------------

nFeatures = 300

feature | (x,y)=val
    174 | (206, 54)=    0 
    175 | (310,188)=    0 
    176 | (207,256)=    0 
    177 | ( 63, 64)=    0 
    178 | (313,210)=    0 
    179 | (145,123)=  275 
    180 | ( 77,158)=    0 
    181 | (337,186)=    0 
    182 | (170, 70)=    0 
    183 | (335,146)=    0 
    184 | ( 52,121)=    0 
    185 | (229,209)=    0 
    186 | ( 74,125)=    0 
    187 | ( 74,143)=    0 
    188 | (119,115)=    0 
    189 | (300,187)=    0 
    190 | (209, 34)=    0 
    191 | (210,178)=    0 
    192 | (159,188)=    0 
    193 | (258,208)=    0 
    194 | (217,188)=    0 
    195 | (224,159)=    0 
    196 | (312,156)=    0 
    197 | ( 94,170)=    0 
    198 | (251,169)=    0 
    199 | (178,120)=    0 
    200 | (223,143)=    0 
    201 | (333,209)=    0 
    202 | (263,243)=    0 
    203 | (272,206)=    0 
    204 | (305,243)=    0 
    205 | ( 24,118)=    0 
    206 | ( 33, 97)=    0 
    207 | (323,183)=    0 
    208 | (193,253)=    0 
    209 | (323,211)=    0 
    210 | (128,126)=    0 
    211 | (135,148)=    0 
    212 | (258,130)=    0 
    213 | (250,116)=    0 
    214 | (156, 69)=    0 
    215 | (227,107)=    0 
    216 | (313,220)=    0 
    217 | (341,120)=    0 
    218 | (296,129)=    0 
    219 | (211,120)=    0 
    220 | (157, 33)=    0 
    221 | (196,166)=    0 
    222 | (126,164)=    0 
    223 | (313,112)=    0 
    224 | (181, 68)=    0 
    225 | (150, 86)=    0 
    226 | (252, 99)=    0 
    227 | (269,165)=    0 
    228 | (151,154)=    0 
    229 | (303,214)=    0 
    230 | (266,179)=    0 
    231 | (115,135)=    0 
    232 | (242,148)=    0 
    233 | (283,111)=    0 
    234 | ( 32,254)=    0 
    235 | ( 24,239)=    0 
    236 | ( 73, 87)=    0 
    237 | (241,195)=    0 
    238 | (241,171)=    0 
    239 | (255,194)=    0 
    240 | (167,139)=    0 
    241 | ( 81,104)=    0 
    242 | (190,192)=    0 
    243 | (186,169)=    0 
    244 | (106,166)=    0 
    245 | (198,233)=    0 
    246 | (137,164)=    0 
    247 | ( 99,116)=    0 
    248 | (287,183)=    0 
    249 | (334,247)=    0 
    250 | (242,243)=    0 
    251 | (226,252)=    0 
    252 | (188,129)=    0 
    253 | (248,206)=    0 
    254 | (137,184)=    0 
    255 | (325,141)=    0 
    256 | ( 24, 31)=    0 
    257 | (232,143)=  266 
    258 | (269,226)=    0 
    259 | ( 29, 85)=    0 
    260 | (284,243)=    0 
    261 | (229, 64)=    0 
    262 | (144,112)=    0 
    263 | (180, 78)=    0 
    264 | (208, 76)=    0 
    265 | (282, 36)=  253 
    266 | ( 58,157)=    0 
    267 | (339, 80)=    0 
    268 | (115, 26)=    0 
    269 | (147,189)=    0 
    270 | (113,205)=    0 
    271 | (225, 91)=    0 
    272 | (195,148)=  251 
    273 | (227,230)=    0 
    274 | (267,120)=    0 
    275 | (303, 62)=    0 
    276 | ( 84, 69)=    0 
    277 | ( 74, 62)=    0 
    278 | (184, 58)=    0 
    279 | (236,114)=    0 
    280 | (282,215)=    0 
    281 | (179, 91)=    0 
    282 | (243,133)=    0 
    283 | (301,167)=    0 
    284 | (204,192)=    0 
    285 | (106,178)=    0 
    286 | (203, 65)=    0 
    287 | (336,159)=    0 
    288 | (266,104)=    0 
    289 | (338,137)=    0 
    290 | (272,255)=    0 
    291 | (198,213)=    0 
    292 | (148,144)=    0 
    293 | (333,110)=    0 
    294 | (302,144)=    0 
    295 | (241,159)=    0 
    296 | (153, 96)=    0 
    297 | (299,224)=    0 
    298 | (268, 42)=    0 
    299 | (279,138)=    0 
