Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature List
------------------------------

nFeatures = 300

feature | (x,y)=val
    174 | (206, 54)=    0 
    175 | (310,188)=    0 
    176 | (200,224)=    0 
    177 | ( 63, 64)=    0 
    178 | (314,210)=    0 
    179 | (111,154)=    0 
    180 | ( 81,180)=    0 
    181 | (335,186)=    0 
    182 | (170, 70)=    0 
    183 | (194,241)=    0 
    184 | ( 52,121)=    0 
    185 | ( 51,185)=    0 
    186 | ( 74,125)=    0 
    187 | ( 74,143)=    0 
    188 | (119,115)=    0 
    189 | (300,187)=    0 
    190 | (209, 33)=    0 
    191 | ( 62,115)=    0 
    192 | (159,188)=    0 
    193 | (276,262)=    0 
    194 | (121, 61)=    0 
    195 | (224,159)=    0 
    196 | (312,156)=    0 
    197 | ( 94,170)=    0 
    198 | (251,169)=    0 
    199 | (227,261)=    0 
    200 | (222,143)=    0 
    201 | (333,209)=    0 
    202 | (264,243)=    0 
    203 | (272,206)=    0 
    204 | (305,243)=    0 
    205 | (152, 31)=  465 
    206 | ( 33, 97)=    0 
    207 | (323,183)=    0 
    208 | (193,253)=    0 
    209 | (323,211)=    0 
    210 | (191,153)=    0 
    211 | (163, 30)=    0 
    212 | (258,130)=    0 
    213 | (250,116)=    0 
    214 | ( 76,158)=    0 
    215 | (227,107)=    0 
    216 | (313,220)=    0 
    217 | (341,120)=    0 
    218 | (296,129)=    0 
    219 | (212,120)=    0 
    220 | (117, 50)=    0 
    221 | (198,165)=    0 
    222 | (126,164)=    0 
    223 | (312,112)=    0 
    224 | (181, 68)=    0 
    225 | (150, 87)=    0 
    226 | (252, 99)=    0 
    227 | (269,165)=    0 
    228 | (117,130)=    0 
    229 | (259,208)=    0 
    230 | (266,179)=    0 
    231 | (159,158)=    0 
    232 | (241,148)=    0 
    233 | (282,111)=    0 
    234 | (156, 69)=  286 
    235 | ( 24,239)=    0 
    236 | ( 73, 87)=    0 
    237 | (241,195)=    0 
    238 | (241,171)=    0 
    239 | (254,194)=    0 
    240 | (227,213)=    0 
    241 | ( 81,104)=    0 
    242 | (301,176)=    0 
    243 | (113,204)=    0 
    244 | (106,166)=    0 
    245 | (223,243)=    0 
    246 | (137,164)=    0 
    247 | ( 99,116)=    0 
    248 | (287,183)=    0 
    249 | (334,247)=    0 
    250 | ( 69,189)=    0 
    251 | (297,257)=    0 
    252 | (171,108)=    0 
    253 | (248,207)=    0 
    254 | (171,161)=    0 
    255 | (325,141)=    0 
    256 | (218,261)=    0 
    257 | (232,143)=    0 
    258 | (270,226)=    0 
    259 | ( 29, 85)=    0 
    260 | (189,190)=    0 
    261 | (229, 64)=    0 
    262 | (144,112)=    0 
    263 | (180, 78)=    0 
    264 | (208, 76)=    0 
    265 | (132, 87)=    0 
    266 | ( 58,157)=    0 
    267 | (339, 80)=    0 
    268 | (115, 26)=    0 
    269 | (147,189)=    0 
    270 | (284,242)=    0 
    271 | (226, 91)=    0 
    272 | (204,260)=    0 
    273 | (161,167)=    0 
    274 | (267,120)=    0 
    275 | (303, 62)=    0 
    276 | (188,136)=    0 
    277 | ( 73, 62)=    0 
    278 | (184, 58)=    0 
    279 | (236,114)=    0 
    280 | (282,215)=    0 
    281 | (180, 91)=    0 
    282 | (243,132)=    0 
    283 | (302,167)=    0 
    284 | (302,213)=    0 
    285 | (113,177)=    0 
    286 | (193,263)=  259 
    287 | ( 84, 67)=    0 
    288 | (266,104)=    0 
    289 | (210,177)=    0 
    290 | (314,197)=  257 
    291 | (175,135)=    0 
    292 | ( 40,131)=    0 
    293 | (333,110)=    0 
    294 | (302,144)=    0 
    295 | (240,159)=    0 
    296 | (153, 96)=    0 
    297 | (299,224)=    0 
    298 | (268, 42)=    0 
    299 | (277,138)=    0 
