Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature List
------------------------------

nFeatures = 300

feature | (x,y)=val
    174 | (206, 54)=    0 
    175 | (310,188)=    0 
    176 | (199,215)=    0 
    177 | ( 63, 64)=    0 
    178 | (313,210)=    0 
    179 | (122, 61)=    0 
    180 | (232,211)=  321 
    181 | (335,186)=    0 
    182 | (170, 70)=    0 
    183 | (194,241)=    0 
    184 | ( 52,121)=    0 
    185 | ( 51,185)=    0 
    186 | ( 74,125)=    0 
    187 | ( 74,143)=    0 
    188 | (119,115)=    0 
    189 | (300,187)=    0 
    190 | (209, 34)=    0 
    191 | (209,178)=    0 
    192 | (159,188)=    0 
    193 | (203, 65)=    0 
    194 | (126,188)=    0 
    195 | (224,159)=    0 
    196 | (312,156)=    0 
    197 | ( 94,170)=    0 
    198 | (251,169)=    0 
    199 | (227,260)=  266 
    200 | (223,143)=    0 
    201 | (333,209)=    0 
    202 | (264,243)=    0 
    203 | (272,206)=    0 
    204 | (305,243)=    0 
    205 | (246,216)=    0 
    206 | ( 33, 97)=    0 
    207 | (323,183)=    0 
    208 | (193,252)=    0 
    209 | (323,211)=    0 
    210 | (217,188)=  263 
    211 | (135,148)=    0 
    212 | (258,130)=    0 
    213 | (250,116)=    0 
    214 | ( 76,158)=    0 
    215 | (227,107)=    0 
    216 | (313,220)=    0 
    217 | (341,120)=    0 
    218 | (296,129)=    0 
    219 | (211,120)=    0 
    220 | (152, 31)=    0 
    221 | (196,166)=    0 
    222 | (126,164)=    0 
    223 | (313,112)=    0 
    224 | (181, 68)=    0 
    225 | (150, 86)=    0 
    226 | (252, 99)=    0 
    227 | (269,165)=    0 
    228 | (151,154)=    0 
    229 | (303,214)=    0 
    230 | (265,179)=    0 
    231 | (115,135)=    0 
    232 | (241,148)=    0 
    233 | (283,111)=    0 
    234 | (156, 69)=    0 
    235 | ( 24,239)=    0 
    236 | ( 73, 87)=    0 
    237 | (240,196)=    0 
    238 | (241,170)=    0 
    239 | (255,194)=    0 
    240 | (167,139)=    0 
    241 | ( 81,104)=    0 
    242 | (191,193)=    0 
    243 | (162, 29)=    0 
    244 | (106,166)=    0 
    245 | (223,243)=    0 
    246 | (137,164)=    0 
    247 | ( 99,116)=    0 
    248 | (287,183)=    0 
    249 | (334,247)=    0 
    250 | ( 69,189)=    0 
    251 | (297,257)=    0 
    252 | (188,129)=    0 
    253 | (247,207)=    0 
    254 | (137,184)=    0 
    255 | (325,141)=    0 
    256 | (218,261)=    0 
    257 | (232,143)=    0 
    258 | (270,226)=    0 
    259 | ( 29, 85)=    0 
    260 | ( 32,254)=    0 
    261 | (229, 64)=    0 
    262 | (144,112)=    0 
    263 | (180, 78)=    0 
    264 | (208, 76)=    0 
    265 | (307,262)=    0 
    266 | ( 58,157)=    0 
    267 | (339, 80)=    0 
    268 | (115, 26)=    0 
    269 | (147,189)=    0 
    270 | (113,204)=    0 
    271 | (225, 91)=    0 
    272 | (204,260)=    0 
    273 | (191,155)=    0 
    274 | (267,120)=    0 
    275 | (303, 62)=    0 
    276 | ( 84, 69)=    0 
    277 | ( 73, 62)=    0 
    278 | (184, 58)=    0 
    279 | (236,114)=    0 
    280 | (282,215)=    0 
    281 | (179, 91)=    0 
    282 | (242,132)=    0 
    283 | (301,167)=    0 
    284 | (145,126)=    0 
    285 | (113,176)=    0 
    286 | (127,126)=    0 
    287 | (336,159)=    0 
    288 | (266,104)=    0 
    289 | (338,137)=    0 
    290 | (335,147)=    0 
    291 | (284,243)=    0 
    292 | ( 40,131)=    0 
    293 | (333,110)=    0 
    294 | (302,144)=    0 
    295 | (240,159)=    0 
    296 | (153, 96)=    0 
    297 | (299,224)=    0 
    298 | (268, 42)=    0 
    299 | (278,138)=    0 
